test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
FBtr0081118	FBgn0053120	-	2L:18841399-18844579	young	old	OK	73.0062	62.1249	-0.232846	-0.840813	0.00285	0.0185909	yes
FBtr0083323	FBgn0038421	-	3R:16357534-16360108	young	old	OK	71.6576	58.8391	-0.284343	-0.865103	0.00285	0.0185909	yes
FBtr0086085	FBgn0261403	-	2R:5307287-5329555	young	old	OK	83.5489	69.0295	-0.275409	-0.858942	0.00285	0.0185909	yes
FBtr0331509	FBgn0264303	-	3L:7333543-7335226	young	old	OK	14.1711	20.8222	0.555172	0.85314	0.00285	0.0185909	yes
FBtr0071321	FBgn0040234	-	X:9319358-9324458	young	old	OK	4.1459	5.14448	0.311341	0.866275	0.0029	0.0188625	yes
FBtr0074404	FBgn0028974	-	X:17151230-17159306	young	old	OK	2.2398	2.89547	0.370424	0.879667	0.0029	0.0188625	yes
FBtr0075465	FBgn0036589	-	3L:16271281-16271918	young	old	OK	82.2856	67.5303	-0.285105	-0.854969	0.0029	0.0188625	yes
FBtr0084740	FBgn0039227	-	3R:24799966-24805259	young	old	OK	5.01856	6.11257	0.284507	0.862112	0.0029	0.0188625	yes
FBtr0088214	FBgn0024836	-	2R:10673344-10721138	young	old	OK	3.96336	2.73921	-0.532963	-0.916528	0.0029	0.0188625	yes
FBtr0112668	FBgn0085433	-	3R:15361691-15367665	young	old	OK	8.54823	5.92002	-0.530024	-0.87093	0.0029	0.0188625	yes
FBtr0334899	FBgn0010750	-	3R:4750034-4777490	young	old	OK	3.1914	1.16008	-1.45996	-0.938077	0.0029	0.0188625	yes
FBtr0334976	FBgn0264908	-	3L:15848577-15899029	young	old	OK	7.31298	3.99131	-0.873598	-0.879389	0.0029	0.0188625	yes
FBtr0073066	FBgn0035438	-	3L:3319554-3328871	young	old	OK	13.4785	25.9383	0.944427	0.890785	0.00295	0.0191189	yes
FBtr0074896	FBgn0036921	-	3L:19928742-19932930	young	old	OK	42.4438	63.3705	0.578258	0.904102	0.00295	0.0191189	yes
FBtr0082406	FBgn0264694	-	3R:11408791-11409875	young	old	OK	5.27919	7.25568	0.458793	0.874402	0.00295	0.0191189	yes
FBtr0110968	FBgn0030608	-	X:15069126-15076220	young	old	OK	7.89499	13.7081	0.796016	0.890906	0.00295	0.0191189	yes
FBtr0113183	FBgn0037015	-	3L:20712837-20719200	young	old	OK	13.9634	7.92823	-0.816575	-1.04653	0.00295	0.0191189	yes
FBtr0113378	FBgn0050460	-	2R:17062774-17087633	young	old	OK	4.65307	6.37733	0.454771	0.869242	0.00295	0.0191189	yes
FBtr0308122	FBgn0051755	-	2L:9995560-10002736	young	old	OK	0.36654	0.706543	0.946806	1.00296	0.00295	0.0191189	yes
FBtr0331646	FBgn0000114	-	2L:12175003-12313438	young	old	OK	25.098	18.8271	-0.41476	-0.873332	0.00295	0.0191189	yes
FBtr0343538	FBgn0039883	-	3R:31812608-31846570	young	old	OK	13.6604	10.2808	-0.410049	-0.85406	0.00295	0.0191189	yes
FBtr0343735	FBgn0002524	-	2L:15499126-15505018	young	old	OK	1.49167	5.6117	1.91151	1.16782	0.00295	0.0191189	yes
FBtr0072758	FBgn0013753	-	3L:1639710-1640952	young	old	OK	17.1845	13.7933	-0.317139	-0.857291	0.003	0.0193942	yes
FBtr0074617	FBgn0030941	-	X:18624041-18634908	young	old	OK	21.8851	18.1509	-0.269904	-0.876343	0.003	0.0193942	yes
FBtr0077059	FBgn0020637	-	3L:6132989-6133593	young	old	OK	0.912037	0.272993	-1.74023	-1.02182	0.003	0.0193942	yes
FBtr0077511	FBgn0000256	-	2L:3872645-3902860	young	old	OK	4.40687	3.05469	-0.528731	-0.849062	0.003	0.0193942	yes
FBtr0083335	FBgn0015520	-	3R:16640204-16643112	young	old	OK	12.333	9.80994	-0.330206	-0.861594	0.003	0.0193942	yes
FBtr0086622	FBgn0034406	-	2R:18860374-18862078	young	old	OK	12.7079	10.2358	-0.312108	-0.83988	0.003	0.0193942	yes
FBtr0303396	FBgn0261834	-	X:15976867-15977660	young	old	OK	1.53888	0.260734	-2.56124	-1.22891	0.003	0.0193942	yes
FBtr0088331	FBgn0026388	-	2R:10137655-10142074	young	old	OK	0.0477503	2.03317	5.41208	2.13018	0.00305	0.0197033	yes
FBtr0340648	FBgn0265715	-	3L:6263007-6263399	young	old	OK	0.222538	1.47402	2.72763	1.48067	0.00305	0.0197033	yes
FBtr0070974	FBgn0029905	-	X:6818177-6820919	young	old	OK	1.57486	2.14442	0.445363	0.8307	0.0031	0.0199621	yes
FBtr0072072	FBgn0004795	-	2R:23632609-23654820	young	old	OK	6.48496	4.80768	-0.431757	-0.840203	0.0031	0.0199621	yes
FBtr0072226	FBgn0025352	-	2R:23865413-23868603	young	old	OK	67.8775	80.7417	0.250381	0.862661	0.0031	0.0199621	yes
FBtr0083358	FBgn0022344	-	3R:16611418-16614391	young	old	OK	25.2693	20.2068	-0.322543	-0.873358	0.0031	0.0199621	yes
FBtr0088774	FBgn0020279	-	2R:8067976-8078815	young	old	OK	4.08547	6.29637	0.624018	0.855257	0.0031	0.0199621	yes
FBtr0332970	FBgn0032864	-	2L:20459341-20463444	young	old	OK	20.2394	29.1194	0.524818	0.884653	0.0031	0.0199621	yes
FBtr0333829	FBgn0037525	-	3R:7855581-7886733	young	old	OK	23.6029	16.2862	-0.535315	-0.876759	0.0031	0.0199621	yes
FBtr0335035	FBgn0030065	-	X:8838322-8872774	young	old	OK	2.61334	1.32215	-0.983011	-0.891242	0.0031	0.0199621	yes
FBtr0344735	FBgn0031495	-	2L:3029252-3035348	young	old	OK	13.7881	10.1721	-0.438813	-0.866378	0.0031	0.0199621	yes
FBtr0070845	FBgn0053080	-	X:5698556-5717778	young	old	OK	6.59856	3.70437	-0.832923	-0.890019	0.00315	0.0202407	yes
FBtr0072367	FBgn0000037	-	2R:24377830-24390294	young	old	OK	11.3168	8.67502	-0.383524	-0.846712	0.00315	0.0202407	yes
FBtr0072956	FBgn0010909	-	3L:2554846-2586540	young	old	OK	8.56818	13.0008	0.601537	0.857502	0.00315	0.0202407	yes
FBtr0074020	FBgn0030628	-	X:15328341-15333154	young	old	OK	0.351275	0.618487	0.81614	0.882156	0.00315	0.0202407	yes
FBtr0086544	FBgn0020440	-	2R:19430658-19437259	young	old	OK	22.1466	18.0558	-0.294622	-0.861693	0.00315	0.0202407	yes
FBtr0331760	FBgn0003463	-	X:15603282-15633434	young	old	OK	2.60978	4.25826	0.706337	0.855799	0.00315	0.0202407	yes
FBtr0077662	FBgn0015600	-	2L:3068344-3144786	young	old	OK	10.7003	8.74642	-0.29088	-0.841798	0.0032	0.0205109	yes
FBtr0079251	FBgn0015623	-	2L:6338835-6346280	young	old	OK	28.8141	20.976	-0.458032	-0.878119	0.0032	0.0205109	yes
FBtr0088644	FBgn0033340	-	2R:8900240-8901375	young	old	OK	4.95458	9.8497	0.991317	0.891066	0.0032	0.0205109	yes
FBtr0110906	FBgn0039916	-	4:636130-646556	young	old	OK	29.9245	24.1894	-0.306953	-0.861127	0.0032	0.0205109	yes
FBtr0112622	FBgn0085412	-	3R:13715206-13764667	young	old	OK	2.2221	1.07504	-1.04753	-0.889486	0.0032	0.0205109	yes
FBtr0339605	FBgn0265376	-	3R:4596282-4599749	young	old	OK	4.49086	2.23424	-1.0072	-0.947568	0.0032	0.0205109	yes
FBtr0345299	FBgn0039282	-	3R:25131305-25136709	young	old	OK	4.74209	3.30521	-0.520784	-0.843507	0.0032	0.0205109	yes
FBtr0071132	FBgn0029979	-	X:7922157-7931382	young	old	OK	59.8186	50.5058	-0.244144	-0.842017	0.00325	0.0207797	yes
FBtr0073513	FBgn0030316	-	X:11576882-11578806	young	old	OK	3.4716	4.69411	0.435251	0.857859	0.00325	0.0207797	yes
FBtr0074505	FBgn0030884	-	X:17911461-17924163	young	old	OK	1.73756	1.11735	-0.636979	-0.943089	0.00325	0.0207797	yes
FBtr0076061	FBgn0026432	-	3L:11993273-11998138	young	old	OK	7.32827	6.08266	-0.26877	-0.829446	0.00325	0.0207797	yes
FBtr0306138	FBgn0261983	-	2L:11106942-11113061	young	old	OK	2.50665	4.20273	0.745564	0.938119	0.00325	0.0207797	yes
FBtr0335384	FBgn0041097	-	2L:1256416-1296596	young	old	OK	0.507977	0.216597	-1.22975	-0.923006	0.00325	0.0207797	yes
FBtr0345294	FBgn0003514	-	X:6223060-6225140	young	old	OK	31.1216	44.7579	0.524224	0.878364	0.00325	0.0207797	yes
FBtr0073391	FBgn0030257	-	X:11044755-11049540	young	old	OK	0.859847	0.340941	-1.33456	-0.98343	0.0033	0.021025	yes
FBtr0082568	FBgn0038017	-	3R:12360007-12363255	young	old	OK	6.09739	4.505	-0.436664	-0.843097	0.0033	0.021025	yes
FBtr0085505	FBgn0039727	-	3R:29935977-29948207	young	old	OK	3.9763	4.71637	0.24625	0.824421	0.0033	0.021025	yes
FBtr0332651	FBgn0036837	-	3L:18990025-19000608	young	old	OK	64.6034	50.3169	-0.360568	-0.903063	0.0033	0.021025	yes
FBtr0335027	FBgn0038535	-	3R:17671270-17682515	young	old	OK	22.5678	27.2167	0.270227	0.850093	0.0033	0.021025	yes
FBtr0339624	FBgn0029067	-	X:21319790-21324009	young	old	OK	18.3858	14.172	-0.375551	-0.884445	0.0033	0.021025	yes
FBtr0343014	FBgn0020257	-	2R:22684954-22688987	young	old	OK	17.9885	15.1454	-0.248191	-0.852569	0.0033	0.021025	yes
FBtr0343517	FBgn0025390	-	X:1523553-1669297	young	old	OK	1.70515	3.15742	0.88885	0.914672	0.0033	0.021025	yes
FBtr0344176	FBgn0266377	-	2R:23657566-23680844	young	old	OK	6.64257	3.77567	-0.815007	-0.943394	0.0033	0.021025	yes
FBtr0346958	FBgn0263102	-	2R:10557887-10617280	young	old	OK	69.1283	57.7878	-0.25851	-0.836445	0.0033	0.021025	yes
FBtr0080237	FBgn0003313	-	2L:11484706-11486949	young	old	OK	0.901418	0.0661926	-3.76745	-1.25969	0.00335	0.021291	yes
FBtr0084576	FBgn0039160	-	3R:24163965-24169562	young	old	OK	23.4684	28.4381	0.277104	0.842314	0.00335	0.021291	yes
FBtr0084814	FBgn0039303	-	3R:25258897-25260759	young	old	OK	68.7593	57.8215	-0.249949	-0.856864	0.00335	0.021291	yes
FBtr0088605	FBgn0020621	-	2R:9252020-9286634	young	old	OK	118.579	95.278	-0.315631	-0.858312	0.00335	0.021291	yes
FBtr0303222	FBgn0033734	-	2R:12422930-12425459	young	old	OK	26.9233	22.4891	-0.259627	-0.829145	0.00335	0.021291	yes
FBtr0310542	FBgn0051992	-	4:649040-663103	young	old	OK	74.3456	57.9236	-0.360095	-0.841078	0.00335	0.021291	yes
FBtr0340603	FBgn0265691	-	X:6001510-6005713	young	old	OK	0.645206	0.371637	-0.795866	-0.892696	0.00335	0.021291	yes
FBtr0072799	FBgn0027594	-	3L:1715594-1735767	young	old	OK	9.14931	12.9498	0.501195	0.917308	0.0034	0.0215632	yes
FBtr0086799	FBgn0015522	-	2R:17843441-17860582	young	old	OK	23.7609	32.4072	0.447727	0.874067	0.0034	0.0215632	yes
FBtr0090014	FBgn0032456	-	2L:12713275-12766546	young	old	OK	10.9586	17.7155	0.692941	0.844378	0.0034	0.0215632	yes
FBtr0113246	FBgn0261113	-	3R:18914967-18926989	young	old	OK	39.2825	67.7601	0.786548	0.924654	0.0034	0.0215632	yes
FBtr0339423	FBgn0283510	-	2R:9959118-9965067	young	old	OK	22.9458	18.1353	-0.339425	-0.838732	0.0034	0.0215632	yes
FBtr0340253	FBgn0265585	-	2L:17606464-17607260	young	old	OK	0.551691	0.179434	-1.6204	-0.989194	0.0034	0.0215632	yes
FBtr0074371	FBgn0259923	-	X:16684215-16695173	young	old	OK	12.1336	6.84091	-0.826754	-0.834328	0.00345	0.0218266	yes
FBtr0075252	FBgn0036702	-	3L:17238612-17242128	young	old	OK	3.94265	6.86097	0.799246	0.872831	0.00345	0.0218266	yes
FBtr0079339	FBgn0031860	-	2L:6803010-6805792	young	old	OK	9.76948	7.12683	-0.455022	-0.908726	0.00345	0.0218266	yes
FBtr0085739	FBgn0039818	-	3R:31106361-31109191	young	old	OK	0.584927	0.356458	-0.714523	-0.863953	0.00345	0.0218266	yes
FBtr0111038	FBgn0026179	-	3L:21034534-21075444	young	old	OK	5.12733	12.1383	1.24329	0.931631	0.00345	0.0218266	yes
FBtr0336978	FBgn0261444	-	X:1215288-1236684	young	old	OK	5.54906	3.59144	-0.62768	-0.872417	0.00345	0.0218266	yes
FBtr0345620	FBgn0034974	-	2R:24081781-24086287	young	old	OK	0.815033	0.339691	-1.26264	-1.01089	0.00345	0.0218266	yes
FBtr0075308	FBgn0028693	-	3L:16583027-16584022	young	old	OK	10.6768	13.6147	0.350686	0.833244	0.0035	0.0220965	yes
FBtr0084707	FBgn0039238	-	3R:24862930-24864732	young	old	OK	18.4574	22.6484	0.295215	0.843939	0.0035	0.0220965	yes
FBtr0088902	FBgn0033224	-	2R:7793624-7806385	young	old	OK	9.57315	13.0313	0.444918	0.850485	0.0035	0.0220965	yes
FBtr0332449	FBgn0037238	-	3R:4359882-4366855	young	old	OK	17.4228	10.6119	-0.7153	-0.822125	0.0035	0.0220965	yes
FBtr0334292	FBgn0266756	-	3R:14801772-14875488	young	old	OK	0.589256	1.34819	1.19406	0.87248	0.0035	0.0220965	yes
FBtr0340026	FBgn0029868	-	X:6347102-6350401	young	old	OK	0	0.870097	inf	-nan	0.0035	0.0220965	yes
FBtr0072805	FBgn0026372	-	3L:1665137-1668654	young	old	OK	497.324	598.728	0.267716	0.860388	0.00355	0.0223263	yes
FBtr0074077	FBgn0004391	-	X:15453470-15462441	young	old	OK	1.79576	2.37941	0.406009	0.857943	0.00355	0.0223263	yes
FBtr0075129	FBgn0036783	-	3L:18252087-18252846	young	old	OK	3.37844	2.04706	-0.722799	-0.856761	0.00355	0.0223263	yes
FBtr0077971	FBgn0031321	-	2L:1184064-1185698	young	old	OK	1.89858	2.65567	0.484155	0.814913	0.00355	0.0223263	yes
FBtr0078700	FBgn0283535	-	3R:5591762-5595356	young	old	OK	59.2532	84.422	0.510728	0.935571	0.00355	0.0223263	yes
FBtr0083030	FBgn0038294	-	3R:15150374-15196210	young	old	OK	7.00138	0.92761	-2.91605	-0.255955	0.00355	0.0223263	yes
FBtr0083353	FBgn0051217	-	3R:16652445-16655662	young	old	OK	13.7385	16.5638	0.269808	0.834587	0.00355	0.0223263	yes
FBtr0301900	FBgn0050296	-	2R:21017783-21024918	young	old	OK	16.2004	9.18135	-0.819247	-0.856498	0.00355	0.0223263	yes
FBtr0305191	FBgn0000028	-	X:15350238-15379064	young	old	OK	4.26838	3.39001	-0.332399	-0.830333	0.00355	0.0223263	yes
FBtr0334648	FBgn0023076	-	3L:7763232-7775603	young	old	OK	20.8209	15.2433	-0.449855	-0.837181	0.00355	0.0223263	yes
FBtr0346129	FBgn0267001	-	X:12043697-12335214	young	old	OK	10.7278	7.43647	-0.528666	-0.865679	0.00355	0.0223263	yes
FBtr0085158	FBgn0039505	-	3R:27273704-27274565	young	old	OK	24.3138	19.2993	-0.333226	-0.849063	0.0036	0.0226093	yes
FBtr0305338	FBgn0037612	-	3R:8712905-8721320	young	old	OK	5.46708	10.9522	1.00238	0.882229	0.0036	0.0226093	yes
FBtr0307164	FBgn0262730	-	X:6225646-6236218	young	old	OK	13.6621	8.53808	-0.678194	-0.854793	0.0036	0.0226093	yes
FBtr0345220	FBgn0038294	-	3R:15150374-15196210	young	old	OK	211.313	117.896	-0.841868	-0.854856	0.0036	0.0226093	yes
FBtr0072114	FBgn0034876	-	2R:23544023-23548151	young	old	OK	11.1238	13.9043	0.32189	0.843366	0.00365	0.0228676	yes
FBtr0075348	FBgn0043578	-	3L:16727298-16727989	young	old	OK	44.1514	54.6767	0.308468	0.825027	0.00365	0.0228676	yes
FBtr0082048	FBgn0037688	-	3R:9401494-9404269	young	old	OK	4.13713	5.91129	0.514842	0.879425	0.00365	0.0228676	yes
FBtr0082174	FBgn0037780	-	3R:10049198-10054348	young	old	OK	14.0494	11.5121	-0.287358	-0.842732	0.00365	0.0228676	yes
FBtr0087262	FBgn0010590	-	2R:16008338-16014787	young	old	OK	10.6518	15.9351	0.581104	0.86467	0.00365	0.0228676	yes
FBtr0113198	FBgn0037442	-	3R:6382913-6388304	young	old	OK	36.8237	28.9911	-0.345027	-0.824624	0.00365	0.0228676	yes
FBtr0113990	FBgn0039955	-	3R:3846728-3868401	young	old	OK	54.264	44.9011	-0.273244	-0.847892	0.00365	0.0228676	yes
FBtr0070025	FBgn0000084	-	X:20170221-20173514	young	old	OK	42.4786	51.4491	0.276411	0.855948	0.0037	0.0231247	yes
FBtr0071191	FBgn0030006	-	X:8142549-8143835	young	old	OK	3.6015	5.12893	0.510059	0.851426	0.0037	0.0231247	yes
FBtr0077334	FBgn0031097	-	X:20239854-20243209	young	old	OK	7.69762	6.09445	-0.336916	-0.823643	0.0037	0.0231247	yes
FBtr0081898	FBgn0051453	-	3R:8559539-8561764	young	old	OK	3.45788	4.72343	0.449949	0.833141	0.0037	0.0231247	yes
FBtr0301379	FBgn0024963	-	3R:19730714-19775231	young	old	OK	14.3113	6.45257	-1.14921	-0.823704	0.0037	0.0231247	yes
FBtr0331733	FBgn0004198	-	X:7608427-7678859	young	old	OK	22.127	16.7642	-0.40042	-0.846913	0.0037	0.0231247	yes
FBtr0345173	FBgn0259823	-	3R:15250093-15257765	young	old	OK	1.7955	0.0108561	-7.36973	-1.21211	0.0037	0.0231247	yes
FBtr0072201	FBgn0034951	-	2R:23992137-23995055	young	old	OK	45.3925	38.5497	-0.235735	-0.831855	0.00375	0.0233644	yes
FBtr0084334	FBgn0039003	-	3R:22687541-22690380	young	old	OK	3.40151	5.50699	0.695086	1.05709	0.00375	0.0233644	yes
FBtr0087924	FBgn0033731	-	2R:12413961-12415170	young	old	OK	0.51958	0.116734	-2.15413	-1.14205	0.00375	0.0233644	yes
FBtr0112994	FBgn0030796	-	X:16811698-16826494	young	old	OK	7.60886	4.77004	-0.673678	-0.918898	0.00375	0.0233644	yes
FBtr0301670	FBgn0039282	-	3R:25131305-25136709	young	old	OK	2.22249	0.790523	-1.4913	-0.99131	0.00375	0.0233644	yes
FBtr0332883	FBgn0013305	-	2R:12875163-12883253	young	old	OK	151.714	196.863	0.37584	0.853611	0.00375	0.0233644	yes
FBtr0333925	FBgn0051324	-	3R:26106867-26130674	young	old	OK	11.2642	8.98021	-0.326926	-0.850014	0.00375	0.0233644	yes
FBtr0336472	FBgn0261532	-	3R:18167756-18183479	young	old	OK	35.2393	25.2661	-0.479982	-0.867513	0.00375	0.0233644	yes
FBtr0342926	FBgn0032726	-	2L:18952205-18954431	young	old	OK	3.26569	1.54769	-1.07727	-0.894363	0.00375	0.0233644	yes
FBtr0076970	FBgn0042185	-	3L:6550737-6603366	young	old	OK	15.2709	11.6194	-0.394254	-0.83279	0.0038	0.0235702	yes
FBtr0078382	FBgn0263911	-	3L:21538858-21539447	young	old	OK	116.587	90.6575	-0.362906	-0.840139	0.0038	0.0235702	yes
FBtr0078751	FBgn0014366	-	3R:5588872-5591459	young	old	OK	4.90094	6.4712	0.400976	0.838266	0.0038	0.0235702	yes
FBtr0079697	FBgn0032051	-	2L:8512173-8514868	young	old	OK	4.44477	5.59418	0.331817	0.824865	0.0038	0.0235702	yes
FBtr0082074	FBgn0037718	-	3R:9586941-9591002	young	old	OK	15.0996	18.7631	0.313388	0.846712	0.0038	0.0235702	yes
FBtr0083612	FBgn0011481	-	3R:18192493-18199595	young	old	OK	43.4743	36.3435	-0.258465	-0.816004	0.0038	0.0235702	yes
FBtr0087935	FBgn0033742	-	2R:12471914-12474021	young	old	OK	2.89148	2.14361	-0.431767	-0.829936	0.0038	0.0235702	yes
FBtr0088038	FBgn0033665	-	2R:11895996-11903918	young	old	OK	4.27458	6.05747	0.502932	0.835966	0.0038	0.0235702	yes
FBtr0300424	FBgn0051627	-	2L:21173221-21174179	young	old	OK	2.77233	1.78447	-0.635607	-0.847834	0.0038	0.0235702	yes
FBtr0302272	FBgn0261381	-	3L:11708978-11711386	young	old	OK	26.0023	31.6813	0.284991	0.84018	0.0038	0.0235702	yes
FBtr0334011	FBgn0261584	-	2R:22941876-22945147	young	old	OK	1.32836	1.98568	0.579991	0.833662	0.0038	0.0235702	yes
FBtr0334752	FBgn0032482	-	2L:13203761-13211814	young	old	OK	97.0418	68.0189	-0.512671	-0.918055	0.0038	0.0235702	yes
FBtr0340300	FBgn0085440	-	X:13159603-13189164	young	old	OK	2.12516	1.26925	-0.743589	-0.865658	0.0038	0.0235702	yes
FBtr0078763	FBgn0010399	-	3R:5508841-5539411	young	old	OK	9.48925	5.81731	-0.705941	-0.829428	0.00385	0.0238394	yes
FBtr0087886	FBgn0033757	-	2R:12628696-12632378	young	old	OK	4.37981	5.5599	0.344191	0.853495	0.00385	0.0238394	yes
FBtr0112930	FBgn0028408	-	2R:9291855-9302821	young	old	OK	2.0181	1.02302	-0.980166	-0.884012	0.00385	0.0238394	yes
FBtr0305346	FBgn0029834	-	X:6040004-6050381	young	old	OK	15.4836	11.2687	-0.458418	-0.901738	0.00385	0.0238394	yes
FBtr0306250	FBgn0034145	-	2R:16607653-16624894	young	old	OK	14.9558	7.23206	-1.04823	-0.91663	0.00385	0.0238394	yes
FBtr0070823	FBgn0000042	-	X:5900860-5905399	young	old	OK	30.8013	49.9651	0.697931	0.842457	0.0039	0.0241076	yes
FBtr0075435	FBgn0044028	-	3L:16023479-16032752	young	old	OK	1.75624	1.3087	-0.424354	-0.851554	0.0039	0.0241076	yes
FBtr0081834	FBgn0037573	-	3R:8313207-8316543	young	old	OK	48.4651	57.4615	0.24565	0.820304	0.0039	0.0241076	yes
FBtr0331758	FBgn0052767	-	X:5071026-5084768	young	old	OK	41.1205	34.8817	-0.237389	-0.818605	0.0039	0.0241076	yes
FBtr0332750	FBgn0261797	-	3L:4806052-4825687	young	old	OK	4.6856	0.73339	-2.67558	-1.29049	0.0039	0.0241076	yes
FBtr0070836	FBgn0029804	-	X:5764552-5790919	young	old	OK	7.38054	10.1066	0.453498	0.858202	0.00395	0.0243417	yes
FBtr0073278	FBgn0016013	-	3L:4072031-4073954	young	old	OK	17.4189	21.2076	0.283927	0.829508	0.00395	0.0243417	yes
FBtr0075559	FBgn0087035	-	3L:15554112-15563065	young	old	OK	29.68	40.5542	0.450364	0.839839	0.00395	0.0243417	yes
FBtr0078397	FBgn0037082	-	3L:21433421-21441363	young	old	OK	5.72408	8.94483	0.644011	0.860109	0.00395	0.0243417	yes
FBtr0081861	FBgn0037569	-	3R:8307472-8308645	young	old	OK	1.27506	1.99809	0.648057	0.830276	0.00395	0.0243417	yes
FBtr0088016	FBgn0033688	-	2R:12153070-12162998	young	old	OK	15.4057	18.0696	0.230096	0.830107	0.00395	0.0243417	yes
FBtr0089422	FBgn0039757	-	3R:30206446-30209020	young	old	OK	719.837	853.581	0.245857	0.828329	0.00395	0.0243417	yes
FBtr0306595	FBgn0025702	-	3L:22273984-22284335	young	old	OK	9.41814	6.68136	-0.4953	-0.843486	0.00395	0.0243417	yes
FBtr0332605	FBgn0264449	-	X:808216-927975	young	old	OK	9.87572	7.08119	-0.479894	-0.819301	0.00395	0.0243417	yes
FBtr0071110	FBgn0029997	-	X:8094249-8102095	young	old	OK	6.88565	3.45765	-0.993801	-0.952111	0.004	0.0245911	yes
FBtr0084320	FBgn0086253	-	3R:22747689-22750597	young	old	OK	2.38648	3.33928	0.484654	0.858426	0.004	0.0245911	yes
FBtr0085189	FBgn0040080	-	3R:27582839-27586376	young	old	OK	7.08605	8.6097	0.280981	0.830468	0.004	0.0245911	yes
FBtr0308642	FBgn0034636	-	2R:21560245-21576035	young	old	OK	1.69988	0.617026	-1.46203	-0.940928	0.004	0.0245911	yes
FBtr0332800	FBgn0014011	-	3L:7423826-7454717	young	old	OK	44.8106	53.1388	0.245927	0.839726	0.004	0.0245911	yes
FBtr0332942	FBgn0053558	-	2R:6923365-6971637	young	old	OK	17.6169	13.8767	-0.344295	-0.833848	0.004	0.0245911	yes
FBtr0346214	FBgn0267118	-	3R:4585177-4589308	young	old	OK	2.09547	1.30305	-0.685386	-0.819789	0.004	0.0245911	yes
FBtr0070634	FBgn0019661	-	X:3811697-3862697	young	old	OK	8.61034	13.5843	0.657795	0.856391	0.00405	0.0248224	yes
FBtr0075784	FBgn0052133	-	3L:14020314-14029121	young	old	OK	2.7329	3.32492	0.282886	0.833873	0.00405	0.0248224	yes
FBtr0290092	FBgn0035092	-	2R:25032376-25040377	young	old	OK	23.112	13.4156	-0.784729	-0.836178	0.00405	0.0248224	yes
FBtr0301839	FBgn0003137	-	3R:28520664-28540324	young	old	OK	18.7646	28.6839	0.61223	0.868693	0.00405	0.0248224	yes
FBtr0329941	FBgn0046704	-	2L:6723902-6732766	young	old	OK	16.1488	13.7034	-0.236896	-0.823963	0.00405	0.0248224	yes
FBtr0334738	FBgn0264834	-	2R:1348166-1349167	young	old	OK	2.54588	1.67283	-0.605875	-0.828499	0.00405	0.0248224	yes
FBtr0340353	FBgn0265597	-	X:12988614-13079070	young	old	OK	5.84005	3.99574	-0.547518	-0.84014	0.00405	0.0248224	yes
FBtr0342855	FBgn0262620	-	2L:21657624-21658249	young	old	OK	0.146572	1.05236	2.84395	0.935795	0.00405	0.0248224	yes
FBtr0345947	FBgn0033987	-	2R:14963291-14980795	young	old	OK	27.429	22.4351	-0.289944	-0.829168	0.00405	0.0248224	yes
FBtr0071653	FBgn0003731	-	2R:21522419-21559977	young	old	OK	18.5779	22.3476	0.266532	0.837841	0.0041	0.0250948	yes
FBtr0073283	FBgn0035484	-	3L:4021456-4026011	young	old	OK	13.7413	8.17708	-0.748861	-0.857013	0.0041	0.0250948	yes
FBtr0081567	FBgn0037475	-	3R:7136205-7141972	young	old	OK	3.80838	2.61309	-0.543419	-0.843988	0.0041	0.0250948	yes
FBtr0081789	FBgn0037546	-	3R:8059283-8087049	young	old	OK	3.21119	2.23367	-0.523695	-0.832733	0.0041	0.0250948	yes
FBtr0076978	FBgn0035708	-	3L:6609324-6619113	young	old	OK	5.70951	4.45393	-0.358288	-0.835838	0.00415	0.0253321	yes
FBtr0080806	FBgn0013433	-	2L:16049964-16081684	young	old	OK	3.09179	2.20532	-0.487456	-0.838724	0.00415	0.0253321	yes
FBtr0082591	FBgn0038049	-	3R:12434097-12435643	young	old	OK	6.58487	8.46483	0.362326	0.832915	0.00415	0.0253321	yes
FBtr0083079	FBgn0004117	-	3R:15310192-15315197	young	old	OK	9.34531	30.6402	1.71311	1.07592	0.00415	0.0253321	yes
FBtr0084767	FBgn0039272	-	3R:25071125-25072712	young	old	OK	1.83133	2.88222	0.65429	0.875264	0.00415	0.0253321	yes
FBtr0301415	FBgn0028343	-	X:17571853-17579229	young	old	OK	5.17336	6.90508	0.416556	0.842691	0.00415	0.0253321	yes
FBtr0336996	FBgn0033192	-	2R:7540110-7565751	young	old	OK	19.8192	16.5122	-0.263365	-0.828256	0.00415	0.0253321	yes
FBtr0346193	FBgn0030692	-	X:15786046-15788288	young	old	OK	18.8074	22.4345	0.25442	0.816235	0.00415	0.0253321	yes
FBtr0070830	FBgn0029818	-	X:5870840-5873357	young	old	OK	8.15649	9.94499	0.286021	0.812246	0.0042	0.0255768	yes
FBtr0078663	FBgn0037391	-	3R:5858082-5862405	young	old	OK	0.748082	2.59272	1.7932	1.0254	0.0042	0.0255768	yes
FBtr0273402	FBgn0040837	-	3L:7158098-7158874	young	old	OK	0.0955266	3.58038	5.22807	1.37041	0.0042	0.0255768	yes
